cell_name	Symbol
Type I spiral ganglion neuron	Kcnab3
Type II spiral ganglion neuron	Tmprss3
Type IC spiral ganglion neuron	Myo1h
Type IC spiral ganglion neuron	Pisd-ps1
Type I spiral ganglion neuron	Dusp19
Type I spiral ganglion neuron	Chchd3
Type IC spiral ganglion neuron	Grxcr2
Type II spiral ganglion neuron	Ube2ql1
Type II spiral ganglion neuron	Gldn
Type I spiral ganglion neuron	Itpkc
Type I spiral ganglion neuron	Commd2
Type I spiral ganglion neuron	Zfp62
Type I spiral ganglion neuron	Srrm4
Type I spiral ganglion neuron	Ryr2
Type I spiral ganglion neuron	Kcnk1
Type I spiral ganglion neuron	Dhps
Type I spiral ganglion neuron	Osbpl1a
Type I spiral ganglion neuron	Osbp2
Type I spiral ganglion neuron	Plcl1
Type I spiral ganglion neuron	Mast1
Type II spiral ganglion neuron	Smim22
Type I spiral ganglion neuron	Camsap1
Type I spiral ganglion neuron	Vdac2
Type I spiral ganglion neuron	Rbfox3
Type I spiral ganglion neuron	Pard6a
Type II spiral ganglion neuron	Med18
Type I spiral ganglion neuron	Nrp2
Type I spiral ganglion neuron	Dchs1
Type I spiral ganglion neuron	Zbtb17
Type I spiral ganglion neuron	Oprl1
Type I spiral ganglion neuron	Msh6
Type I spiral ganglion neuron	Fhdc1
Type IC spiral ganglion neuron	Cpne6
Type I spiral ganglion neuron	Olfm3
Type II spiral ganglion neuron	Fam178b
Type II spiral ganglion neuron	Asphd2
Type II spiral ganglion neuron	Dpysl3
Type II spiral ganglion neuron	Arhgap39
Type IC spiral ganglion neuron	St6galnac3
Type II spiral ganglion neuron	Gtf3a
Type II spiral ganglion neuron	Zfyve1
Type I spiral ganglion neuron	Gm19461
Type I spiral ganglion neuron	Ddx41
Type I spiral ganglion neuron	Pnkd
Type I spiral ganglion neuron	Erich3
Type IC spiral ganglion neuron	Slco4a1
Type II spiral ganglion neuron	Adcy2
Type I spiral ganglion neuron	Ptcd1
Type I spiral ganglion neuron	Rap1a
Type I spiral ganglion neuron	Wdr26
Type IC spiral ganglion neuron	Kcnc2
Type II spiral ganglion neuron	Ppef1
Type I spiral ganglion neuron	Thsd7b
Type IC spiral ganglion neuron	Lypd1
Type IA spiral ganglion neuron	Naip2
Type I spiral ganglion neuron	Prmt9
Type IA spiral ganglion neuron	Zfp532
Type I spiral ganglion neuron	Cap2
Type I spiral ganglion neuron	Rtkn
Type II spiral ganglion neuron	Tbc1d8
Type II spiral ganglion neuron	Fubp3
Type I spiral ganglion neuron	Elovl4
Type II spiral ganglion neuron	Wdr6
Type I spiral ganglion neuron	Rps6ka1
Type II spiral ganglion neuron	Igsf21
Type II spiral ganglion neuron	Cmtm4
Type I spiral ganglion neuron	1700030K09Rik
Type I spiral ganglion neuron	Vegfa
Type I spiral ganglion neuron	Cmc1
Type I spiral ganglion neuron	Rimkla
Type I spiral ganglion neuron	Fstl1
Type II spiral ganglion neuron	Zfp185
Type II spiral ganglion neuron	Ubtd2
Type IC spiral ganglion neuron	Glce
Type I spiral ganglion neuron	Cenpq
Type I spiral ganglion neuron	Atxn1
Type II spiral ganglion neuron	Hacd4
Type I spiral ganglion neuron	Trmt13
Type I spiral ganglion neuron	6330409D20Rik
Type I spiral ganglion neuron	Syde1
Type IA spiral ganglion neuron	Lrrc4c
Type I spiral ganglion neuron	6430548M08Rik
Type I spiral ganglion neuron	Zfp157
Type II spiral ganglion neuron	Mboat2
Type IC spiral ganglion neuron	Rbfox3
Type II spiral ganglion neuron	Zfp646
Type II spiral ganglion neuron	Snx8
Type I spiral ganglion neuron	Hsf4
Type I spiral ganglion neuron	Fam126b
Type II spiral ganglion neuron	Nrp1
Type II spiral ganglion neuron	Vamp8
Type I spiral ganglion neuron	Stx1b
Type I spiral ganglion neuron	Pak1
Type IA spiral ganglion neuron	Arhgef3
Type II spiral ganglion neuron	Dusp11
Type IB spiral ganglion neuron	Wscd1
Type I spiral ganglion neuron	S100b
Type I spiral ganglion neuron	Cast
Type I spiral ganglion neuron	Fgf9
Type I spiral ganglion neuron	Ifrd1
Type I spiral ganglion neuron	Hsd17b7
Type II spiral ganglion neuron	Pnrc2
Type IA spiral ganglion neuron	Syndig1
Type I spiral ganglion neuron	Dlat
Type IC spiral ganglion neuron	Chst9
Type IB spiral ganglion neuron	Ttn
Type I spiral ganglion neuron	Farp2
Type IC spiral ganglion neuron	Drd1
Type I spiral ganglion neuron	Hspa4l
Type II spiral ganglion neuron	H2-DMb2
Type IC spiral ganglion neuron	Galntl6
Type IA spiral ganglion neuron	Cmtm4
Type I spiral ganglion neuron	Cep43
Type I spiral ganglion neuron	Mif
Type I spiral ganglion neuron	Cmpk2
Type I spiral ganglion neuron	Rtn4rl1
Type I spiral ganglion neuron	Rpp21
Type II spiral ganglion neuron	Ccdc77
Type II spiral ganglion neuron	Vamp2
Type II spiral ganglion neuron	Fmod
Type I spiral ganglion neuron	Cul3
Type IC spiral ganglion neuron	BC030500
Type I spiral ganglion neuron	Dclk2
Type I spiral ganglion neuron	Zscan21
Type I spiral ganglion neuron	Sfmbt1
Type IA spiral ganglion neuron	Kcnk12
Type II spiral ganglion neuron	Dmd
Type I spiral ganglion neuron	Zdhhc1
Type I spiral ganglion neuron	Faim2
Type IA spiral ganglion neuron	Gm15760
Type I spiral ganglion neuron	Lgr5
Type I spiral ganglion neuron	Ifngr2
Type II spiral ganglion neuron	B230216N24Rik
Type I spiral ganglion neuron	Tmem135
Type I spiral ganglion neuron	Mtfp1
Type I spiral ganglion neuron	Tagln3
Type II spiral ganglion neuron	Wdr76
Type II spiral ganglion neuron	Abhd2
Type I spiral ganglion neuron	Pigc
Type IA spiral ganglion neuron	Actn2
Type I spiral ganglion neuron	Scn1a
Type I spiral ganglion neuron	Dhrs11
Type II spiral ganglion neuron	Ly6h
Type II spiral ganglion neuron	Gtf2ird1
Type IC spiral ganglion neuron	Prrt2
Type I spiral ganglion neuron	Rhof
Type II spiral ganglion neuron	Rps6
Type I spiral ganglion neuron	Zfp971
Type I spiral ganglion neuron	Nedd9
Type II spiral ganglion neuron	Tpm4
Type II spiral ganglion neuron	Mcmbp
Type I spiral ganglion neuron	Prepl
Type IC spiral ganglion neuron	Crtac1
Type I spiral ganglion neuron	Zfp2
Type IC spiral ganglion neuron	Nrp1
Type I spiral ganglion neuron	Pim3
Type I spiral ganglion neuron	Slc6a17
Type I spiral ganglion neuron	Kctd17
Type I spiral ganglion neuron	Scn1b
Type I spiral ganglion neuron	Kcnk10
Type II spiral ganglion neuron	Sipa1l1
Type I spiral ganglion neuron	Sorbs1
Type I spiral ganglion neuron	Cd59a
Type I spiral ganglion neuron	Cadm1
Type II spiral ganglion neuron	Pea15a
Type IA spiral ganglion neuron	Slc25a13
Type II spiral ganglion neuron	Defb47
Type II spiral ganglion neuron	R74862
Type I spiral ganglion neuron	Kcnip3
Type I spiral ganglion neuron	Cabp1
Type I spiral ganglion neuron	Nos1
Type II spiral ganglion neuron	9430091E24Rik
Type I spiral ganglion neuron	Pacsin1
Type I spiral ganglion neuron	Ypel4
Type I spiral ganglion neuron	Mrpl42
Type I spiral ganglion neuron	Itfg2
Type I spiral ganglion neuron	Sh3bp1
Type I spiral ganglion neuron	Zfp958
Type I spiral ganglion neuron	Ppip5k2
Type II spiral ganglion neuron	Pcnx
Type I spiral ganglion neuron	Shd
Type I spiral ganglion neuron	Runx1t1
Type I spiral ganglion neuron	Mon1a
Type IA spiral ganglion neuron	Nfkbiz
Type I spiral ganglion neuron	Msh3
Type I spiral ganglion neuron	Rad21
Type II spiral ganglion neuron	Eml6
Type IC spiral ganglion neuron	Rasgrf1
Type I spiral ganglion neuron	Ppp1r7
Type I spiral ganglion neuron	Pafah1b1
Type IB spiral ganglion neuron	Ryr3
Type I spiral ganglion neuron	Prkag1
Type II spiral ganglion neuron	Igsf8
Type I spiral ganglion neuron	Dcun1d2
Type IC spiral ganglion neuron	Galnt14
Type II spiral ganglion neuron	Shc3
Type I spiral ganglion neuron	F8a
Type I spiral ganglion neuron	9530082P21Rik
Type I spiral ganglion neuron	Fbxo40
Type I spiral ganglion neuron	Rapgef4
Type I spiral ganglion neuron	Ostf1
Type I spiral ganglion neuron	Stxbp5l
Type IC spiral ganglion neuron	Kcnj9
Type II spiral ganglion neuron	Sgpl1
Type II spiral ganglion neuron	Prdx1
Type IA spiral ganglion neuron	Paxbp1
Type I spiral ganglion neuron	Tubb3
Type IC spiral ganglion neuron	Tagln3
Type IB spiral ganglion neuron	Lgals1
Type IB spiral ganglion neuron	Sema3e
Type IC spiral ganglion neuron	Faim2
Type IB spiral ganglion neuron	Kash5
Type IB spiral ganglion neuron	Rasgrp2
Type IA spiral ganglion neuron	Elovl5
Type IB spiral ganglion neuron	Btbd9
Type IA spiral ganglion neuron	Cd24a
Type II spiral ganglion neuron	Gata3
Type IA spiral ganglion neuron	Mdga1
Type IA spiral ganglion neuron	Maf
Type IA spiral ganglion neuron	Zfp804a
Type II spiral ganglion neuron	Prph
Type IB spiral ganglion neuron	Eno1
Type I spiral ganglion neuron	Nefl
Microglial cell	Mif
Microglial cell	Serpine2
Macrophage	Ccr1
Microglial cell	Fabp5
Macrophage	Mgl2
M2 macrophage	Arg1
Macrophage	Zfp120
Progenitor cell	Itga2b
Astrocyte	Slc1a3
Astrocyte	Sparcl1
Thalamus cell	Syt13
Choroid plexus cell	Otx2
Thalamus cell	Tcf7l2
Migrating neuron	Neurod1
Newborn neuron	Sema3c
Striatal inhibitory neuron	Rxrg
Inhibitory neuron	Gad2
Glial cell	Mki67
Newborn neuron	Neurod1
Ganglionic eminence cell	Mki67
Neuronal progenitor cell	Eomes
Striatal inhibitory neuron	Isl1
Striatal inhibitory neuron	Gpr88
Migrating neuron	Sema3c
Excitatory neuron	Neurod6
Ganglionic eminence cell	Gad2
Conventional dendritic cell 1(cDC1)	Itgae
Dendritic cell	Itgae
Dendritic cell	Clec9a
Microglial cell	Slc2a5
Conventional dendritic cell 2(cDC2)	Irf4
Dendritic cell	Batf3
Monocyte-derived macrophage	Anxa8
Tissue-resident macrophage	Fcrls
Monocyte-derived macrophage	Fcgr1
Monocyte	Ccr2
Plasmacytoid dendritic cell(pDC)	Siglech
Central nervous system-associated macrophage	Lyve1
Macrophage	Mertk
Monocyte-derived macrophage	Ly6c2
Monocyte-derived macrophage	Nr4a1
Central nervous system-associated macrophage	Fcrls
Conventional dendritic cell 1(cDC1)	Irf8
Central nervous system-associated macrophage	Ms4a7
Dendritic cell	Zbtb46
Monocyte	Ly6c2
Central nervous system-associated macrophage	Cd163
Monocyte-derived macrophage	Plac8
Plasmacytoid dendritic cell(pDC)	Ptprc
Central nervous system-associated macrophage	Stab1
Monocyte-derived macrophage	Ccr2
Dendritic cell	Flt3
Central nervous system-associated macrophage	Mrc1
Central nervous system-associated macrophage	Cbr2
Central nervous system-associated macrophage	Pf4
Central nervous system-associated macrophage	Siglec1
Midbrain dopamine neuron	Pitx3
Neuron	Fev
Neuron	Gad2
Neuron	Slc17a6
Microglial cell	F11r
Striatopallidal loop cell	Penk
Striatonigral cell	Tac1
Astrocyte	Slc1a2
Striatopallidal loop cell	Drd2
Striatopallidal loop cell	Gpr6
Astrocyte	Glul
Striatonigral cell	Drd1
Astrocyte	Gfap
Neuron	Syp
Neuron	Chodl
Neuron	Nptx1
Neuron	Igf1
Neuron	Parpbp
Neuron	Tubb3
Neuron	Elavl2
Neuron	Cartpt
Neuron	Otx1
Neuron	Ntm
Neuron	Tacr3
Neuron	Pcdh8
Neuron	Zic1
GABAergic neuron	Gad1
GABAergic neuron	Olig1
Glutamatergic neuron	Slc17a6
GABAergic neuron	Slc32a1
Hippocampal granule precursor cell	Nrp2
Glutamatergic neuron	Xdh
Migrating interneuron	Lhx6
GABAergic neuron	Xdh
GABAergic neuron	Slc17a7
GABAergic neuron	Slc17a6
GABAergic neuron	Gja1
GABAergic neuron	Myl9
Hippocampal granule precursor cell	Prox1
Glutamatergic neuron	Slc17a7
Claustrum pyramidal cell	Nr4a2
Oligodendrocyte	Pdgfra
GABAergic neuron	Ctss
Cortex layer 6 pyramidal cell	Syt6
Glutamatergic neuron	Slc32a1
Hippocampal pyramidal precursor cell	Nrp1
Glutamatergic neuron	Myl9
Glutamatergic neuron	Gad1
Thalamic interneuron	Six3
Cortex layer 6 pyramidal cell	Six3
Glutamatergic neuron	Gad2
Glutamatergic neuron	Olig1
Glutamatergic neuron	Ctss
Somatostatin GABAergic neuron	Lhx6
Somatostatin GABAergic neuron	Maf
GABAergic neuron	Gad2
Thalamic interneuron	Syt6
Cerebellar interneuron	Mki67
Cerebellar interneuron	Pax3
Glutamatergic neuron	Gja1
Somatostatin GABAergic neuron	Sst
Granulocyte	Lyz2
Purkinje cell	Pcp4
Macrophage	Lyz2
Bergmann cell	Mybpc1
Microglial cell	Ctsd
Microglial cell	Vim
Astrocyte	Vim
Granule cell precursor	Pax6
Mature neuron	Rbfox3
Dentate granule cell	Prox1
Mossy cell	Thbs2
Mossy cell	Pmp22
Astrocyte	Rbfox3
Astrocyte	Acsbg1
Stem cell	Pou5f1
M1 microglial cell	Nos2
Microglial cell	Cst7
Microglial cell	Mcm2
Microglial cell	Ifit3
Microglial cell	Oasl2
Microglial cell	H2-Ab1
Microglial cell	Irf7
Microglial cell	Top2a
Microglial cell	H2-Aa
Microglial cell	Clec7a
Microglial cell	Apoe
Microglial cell	Ifit2
Microglial cell	Lpl
Microglial cell	Spp1
Microglial cell	Hif1a
Proliferative cell	Mki67
Conventional dendritic cell 2(cDC2)	Cd209a
Monocyte-derived cell	H2-Aa
Monocyte-derived cell	Ly6c2
Macrophage	Ace
T cell	Cd3e
Dendritic cell	H2-Aa
Plasmacytoid dendritic cell(pDC)	Ly6c2
Macrophage	C1qa
Neutrophil	Camp
Border-associated macrophage	Atp9b
Microglial cell	Sparc
Natural killer cell	Klrb1c
Plasmacytoid dendritic cell(pDC)	Ccr9
Innate lymphoid cell	Gata3
Gamma delta(γδ) T cell	Scart1
B cell	Cd19
Oligodendrocyte progenitor cell	Vcan
Neuron	Ptgds
Neurogliaform cell	Npy
Neurogliaform cell	Lamp5
Neurogliaform cell	Id2
Neurogliaform cell	Cplx3
Neutrophil	Cd3e
Neural stem cell	Clu
Intermediate progenitor cell	Neurod1
Neuron	Ndnf
Neural stem cell	Id3
Neuroblast	Eomes
Pan-neural stem cell	Crip2
Neural stem cell	Aldoc
Neuroblast	Neurod1
Neuron	Snhg11
Neuroblast	Sox11
T cell	Cd3d
Intermediate progenitor cell	Eomes
Pan-neural stem cell	Mt3
Intermediate progenitor cell	Sox11
Intermediate progenitor cell	Dcx
Pan-neural stem cell	Dbi
Interneuron	Lhx6
Interneuron	Lamp5
Macrophage	Iba1
Pan-neuronal cell	Stmn2
Pan-neuronal cell	Stmn3
Microglial cell	Slc46a1
Microglial cell	Sdk1
Microglial cell	Sema4g
Microglial cell	Plxna4
Infiltrating macrophage	Clec4e
Infiltrating macrophage	Slfn4
Microglial cell	Sgce
Microglial cell	Slc12a2
Microglial cell	Ecscr
Microglial cell	Mrc2
Infiltrating macrophage	Sirpb1a
Infiltrating macrophage	Ifitm6
Infiltrating macrophage	Ms4a8a
Microglial cell	Smo
Infiltrating macrophage	Lilra6
Microglial cell	Ptprm
Microglial cell	Jam2
Microglial cell	Kcnd1
Microglial cell	Mrc1
Neuron	Syn1
Ependymal cell	Ucma
Lymphocyte	Trbc2
Polydendrocyte	Olig1
Dopaminergic neuron	Slc6a3
Dopaminergic neuron	Slc18a2
Differentiating oligodendrocyte	Olig1
Fibroblast	Pdgfrb
Lymphocyte	Cd52
Macrophage	Ms4a7
Serotonergic neuron	Slc6a4
Polydendrocyte	Cspg5
Smooth muscle cell	Tagln
Peptidergic neuron	Postn
Polydendrocyte	C1ql1
Polydendrocyte	Pdgfra
Peptidergic neuron	Ucn
Differentiating oligodendrocyte	Gpr17
Mesenchymal cell	Pdgfrb
Mesenchymal cell	Pdgfra
Smooth muscle cell	Acta2
Ependymal cell	Hdc
Ependymal cell	Cdhr4
Astrocyte	Slc6a9
Mature oligodendrocyte	Opalin
Dopaminergic neuron	Th
Peptidergic neuron	Cartpt
Fibroblast	Pdgfra
Differentiating oligodendrocyte	Enpp6
Mesenchymal cell	Dcn
Serotonergic neuron	Fev
Serotonergic neuron	Slc18a2
GABAergic neuron	Slc6a1
Glutamatergic neuron	Slc17a8
Smooth muscle cell	Myh11
Mature oligodendrocyte	Mog
Serotonergic neuron	Tph2
Fibroblast	Dcn
Mature oligodendrocyte	Mbp
Fibroblast	Col3a1
Mesenchymal cell	Col3a1
Pericyte	Pdgfrb
Lymphocyte	Nkg7
Mature oligodendrocyte	Olig1
Progenitor cell	Nkx2-1
Chandelier cell	Vipr2
Neural crest cell	Sox10
Neural crest cell	Foxd3
Neural crest cell	Pax3
Excitatory neuron	Slc17a7
Newly formed oligodendrocyte	Bmp4
T helper(Th) cell	Gzmc
T helper(Th) cell	Ifng
T helper(Th) cell	Prf1
T helper(Th) cell	Cxcr6
T helper(Th) cell	Gzma
T helper(Th) cell	Tbx21
T helper(Th) cell	Csf2
T helper(Th) cell	Shkbp1
Intermediate progenitor cell	Gadd45g
Pericyte	Vtn
Oligodendrocyte progenitor cell	Pdgfra
Astrocyte	Hes5
Radial glial cell	Hes5
Diencephalon inhibitory neuron	Rspo3
Diencephalon inhibitory neuron	Pcp4
Mural cell	Mustn1
Excitatory neuron	Fezf2
Excitatory neuron	Foxp2
Neural progenitor cell	Kcnj6
Oligodendrocyte	Prg2
Endothelial cell	Ndnf
Endothelial cell	Sox15
Endothelial cell	Rad54b
Endothelial cell	Dyrk4
Endothelial cell	1700009J07Rik
Endothelial cell	Mymk
Endothelial cell	Zic3
Endothelial cell	Cldn13
Endothelial cell	Ermap
Endothelial cell	6030468B19Rik
Endothelial cell	Edn3
Endothelial cell	Foxl2
Endothelial cell	Gm10384
Endothelial cell	Slc19a3
Interneuron	Gad1
Corticofugal Projection Neuron	Crym
Corticofugal Projection Neuron	Foxp2
Corticofugal Projection Neuron	Fezf2
Interneuron	Gad2
Interneuron	Sst
Interneuron	Ndnf
Pyramidal neuron	Pcp4
Interneuron	Nrn1
Interneuron	Vip
Pyramidal neuron	Ndnf
Interneuron	Pvalb
Interneuron	Cck
Astroglial cell	Gfap
Microglial cell	Rab3il1
M1 macrophage	Nos2
Resting microglial cell	Iba1
M1 macrophage	Fcgr3
M1 macrophage	Fcgr2b
Microglial cell	Itgax
Endothelial cell	Cd24a
Endothelial cell	Hey1
Endothelial cell	Plpp3
Endothelial cell	Plpp1
Endothelial cell	Plvap
Endothelial cell	Nrp1
Endothelial cell	Esm1
Endothelial cell	Gkn3
Astrocyte	Ogt
Astrocyte	Fam107a
Astrocyte	Frzb
Astrocyte	Unc13c
Astrocyte	Ascl1
Macrophage	Siglec1
Perivascular macrophage	Mrc1
Microglial cell	Siglec1
Mural cell	Vcan
Layer neuron	Rorb
Layer neuron	Bcl11b
Layer neuron	Cux2
Pan astrocyte	Aldh1l1
Layer neuron	Foxp2
Oligodendrocyte	Nppc
Venous cell	Slc38a5
Venous cell	Vwf
Artery cell	Bmx
Venous cell	Nr2f2
Artery cell	Efnb2
Artery cell	Vegfc
Neuron	Gad1
Neuron	Tac2
Neuron	Htr2c
Disease-associated microglial cell	Cst7
Cholinergic interneuron	Slc17a8
Cholinergic interneuron	Chat
Vascular cell	Gata2
Cholinergic interneuron	Bves
Cholinergic interneuron	Slc18a3
Cholinergic interneuron	Ufsp1
Vascular cell	Flt1
Interneuron	Calb2
Vascular cell	Sox18
Interneuron	Npy
Cholinergic interneuron	Ntrk1
Cholinergic interneuron	Ecel1
Cholinergic interneuron	Crabp2
Oligodendrocyte	Cnp
Mature oligodendrocyte	Cnp
Mature oligodendrocyte	Prg2
Astrocyte	Gsn
Astrocyte	Osmr
Astrocyte	Ctsb
Astrocyte	Id3
Astrocyte	Myoc
Astrocyte	Id1
Astrocyte	Luzp2
Astrocyte	Ggta1
Interneuron	Calb1
Pyramidal cell	Emx1
Pyramidal cell	Neurod1
Interneuron	Slc6a1
Pyramidal cell	Neurod2
Neuron	Cux2
Neuron	Cux1
Neuron	Rorb
CD4+ T cell	Cd69
CD4+ T cell	Tbx21
CD8+ T cell	Prf1
CD4+ T cell	Cd44
CD4+ T cell	Ifng
CD8+ T cell	Ifng
CD4+ T cell	Il2rb
CD4+ T cell	Tnf
CD4+ T cell	Il2ra
CD8+ T cell	Pdcd1
CD8+ T cell	Gzmb
Pyramidal cell	Sv2b
Oligodendrocyte	Mtcp1
Pyramidal cell	Baiap2l2
Pyramidal cell	Fhl2
Oligodendrocyte	Fgf2
Pyramidal cell	Nptx1
Pyramidal cell	Nrn1
Pyramidal cell	Neurod6
Pyramidal cell	Kcnv1
Pyramidal cell	Slc17a7
Pyramidal cell	Ptk2b
Microglial cell	Cyba
Pyramidal cell	Itpka
Astrocyte	S100b
Oligodendrocyte	Olig3
Progenitor cell	Prom1
Astrocyte	Plin4
Oligodendrocyte precursor cell	Rab37
Microglial cell	Ccl4
Microglial cell	Ccl3
Astrocyte	Serpina3n
Microglial cell	Ccl8
Microglial cell	Cybb
Oligodendrocyte precursor cell	Tnfaip2
Astrocyte	Runx1
Microglial cell	Tnfaip2
Astrocyte	Casp1
Microglial cell	Bcl3
Astrocyte	Lyz2
Astrocyte	Mpeg1
Astrocyte	Pcdhb6
Microglial cell	Mmp12
Astrocyte	Neat1
Microglial cell	C4b
Astrocyte	C4b
Microglial cell	C3ar1
Microglial cell	Lgals3
Astrocyte	Flnc
Astrocyte	Anln
Neuron	Calb2
Neuron	Ppp1r1b
Neuron	Pvalb
Neuron	Sst
Neuron	Cck
Neuron	Vip
Endothelial cell	Abcc9
Mural cell	Cldn5
Mural cell	Abcc9
Interneuron	Vash1
Mural cell	Kdr
Endothelial cell	Smc3
Neural cell	Tubb3
Mural cell	Smc3
Interneuron	Lhfpl4
Endothelial cell	Tagln
Mural cell	Pecam1
Interneuron	Gabra2
Monocyte-derived macrophage	Iba1
Neutrophil	Lcn2
Macrophage	Itgam
B cell	Cd22
T cell	Cd44
Immature astrocyte	Fabp7
Immature astrocyte	Fgfr3
Mature Astrocyte	Pla2g2a
Mature Astrocyte	Aldoc
Mature Astrocyte	Aldh1l1
Neuron	Scn4b
Neuron	Pde10a
Neuron	Arpp21
Neuron	Gpr6
T cell	Pdcd1
T cell	Ikzf2
T cell	Nrp1
T cell	Il2ra
T cell	Sell
T cell	Itgae
T cell	Mki67
Neuroblast	Cd24a
Stem cell	Cd9
Stem cell	Fabp7
Neuroblast	Tubb3
Stem cell	Prom1
Stem cell	Ascl1
Stem cell	Vim
Stem cell	Gfap
Stem cell	Egfr
Stem cell	Thbs4
Stem cell	Slc1a3
Stem cell	Cd81
GABAergic neuron	Atp1b1
Dopaminergic neuron	Epha5
GABAergic neuron	Kcnc1
Dopaminergic neuron	Dlk1
GABAergic neuron	Snap25
Dopaminergic neuron	Ret
Dopaminergic neuron	Chrna6
Dopaminergic neuron	Rab3c
Glutamatergic cell	Cbln2
GABAergic neuron	Gata3
Glutamatergic cell	Cacna2d1
GABAergic neuron	Atp1a3
GABAergic neuron	Camta1
Glutamatergic cell	Scn2a
Dopaminergic neuron	Aldh1a1
Dopaminergic neuron	Ddc
Dopaminergic neuron	Slc10a4
Glutamatergic cell	Shox2
Dopaminergic neuron	Syt1
Glutamatergic cell	Slc17a6
Dopaminergic neuron	Cpne7
Dopaminergic neuron	Cplx1
Glutamatergic cell	Adcyap1
Dopaminergic neuron	Erc2
GABAergic neuron	Ttc3
GABAergic neuron	Sncb
GABAergic neuron	Nrxn3
Dopaminergic neuron	Cplx2
Dopaminergic neuron	Pbx1
GABAergic neuron	Syn2
Dopaminergic neuron	En1
GABAergic neuron	Nsf
Dopaminergic neuron	Chrna4
Pan neuron	Elavl2
Neuroblast	Ptma
Neuroblast	Igfbp4
Neuroblast	Btg2
Neuroblast	Stmn1
Endothelial cell	Vtn
Neuron-generating progenitor cell	Btg2
Neuroblast	Sox4
Neuroblast	Sp9
Horizontal basal cell	Krt5
Mature olfactory sensory neuron	Gnal
Epithelial cell	Cxcl12
Epithelial cell	Prss16
Inhibitory neuron	Reln
Myelinating oligodendrocyte	Plp1
Astrocyte	Gpc5
Excitatory neuron	Cux2
Myelinating oligodendrocyte	Mbp
Astrocyte	Nfia
Synaptic cell	Syt1
Inhibitory neuron	Sst
Excitatory neuron	Satb2
Myelinating oligodendrocyte	Mog
Myelinating oligodendrocyte	Mag
Astrocyte	Rgcc
Tanycyte	Rax
Ependymal cell	Rax
Tanycyte	Foxj1
Excitatory neuron	Camk2a
Inhibitory neuron	Gad1
Inhibitory neuron	Slc32a1
Glial cell	Gfap
Glial cell	Vim
Mature oligodendrocyte	Gpr17
Endothelial cell	Ocln
Neuron	Thap2
Neuron	Arid5b
Neuron	Bcl11b
Neuron	Epas1
Neuron	Sox5
Neuron	Zbtb20
Neuron	Sox10
Neuron	Elf2
Neuron	Pou3f2
Neuron	Olig1
Neuron	Zfp984
Neuron	Nfe2l3
Neuron	Fezf2
Neuron	Hopx
Neuron	Zfp354c
Neuron	Bhlhe40
Neuron	Zfp207
Neuron	Cic
Neuron	Zfp868
Neuron	Zfpm2
Neuron	Olig2
Neuron	Lcor
Neuron	Psip1
Neuron	Zfp101
Neuron	Zfp651
Neuron	Cers6
Neuron	Zfp521
Neuron	Sox8
Neuron	Mbd3
Neuron	Tbr1
Neuron	Zfp935
Neuron	Dpf1
Neuron	Stat2
Neuron	Rfx7
Neuron	Agrp
Striatum medium spiny neuron	Drd2
Oligodendrocyte	Enpp6
Neuron	Dlg3
Astrocyte	Pls1
Microglial cell	Mapk14
Astrocyte	Traf3
Oligodendrocyte	Gfod1
Astrocyte	Dag1
Neuron	Cbx4
Neuron	Smg7
Microglial cell	Msn
Astrocyte	Mical1
Astrocyte	Phkb
Neuron	Chaf1b
Astrocyte	Ptprf
Astrocyte	Tst
Neuron	Sox4
Astrocyte	Clybl
Astrocyte	Ptprz1
Neuron	Clk4
Neuron	Aars2
Astrocyte	Dbi
Neuron	Wdr74
Microglial cell	Mpp1
Oligodendrocyte	Elfn2
Astrocyte	Cbs
Neuron	Zfp148
Astrocyte	Cyp7b1
Neuron	Igkc
Astrocyte	Arhgef18
Astrocyte	Ckm
Astrocyte	Cdh2
Astrocyte	Psph
Astrocyte	H3c1
Oligodendrocyte	Zzef1
Astrocyte	Kank2
Microglial cell	Cpq
Neuron	Ep400
Astrocyte	Ptpra
Neuron	Cbx2
Astrocyte	Arhgef12
Astrocyte	Fermt2
Neuron	Hp
Oligodendrocyte	Arhgap31
Oligodendrocyte	Utp14b
Astrocyte	Tmed1
Oligodendrocyte	Gale
Microglial cell	Prps2
Astrocyte	Mpdz
Astrocyte	Fars2
Astrocyte	Amt
Neuron	Ube2c
Microglial cell	Ptgds
Astrocyte	Abcc8
Astrocyte	Pkd2
Astrocyte	Ddt
Astrocyte	Phka1
Microglial cell	Morc3
Oligodendrocyte	Plod2
Neuron	Kif22
Neuron	Brd1
Astrocyte	Synm
Microglial cell	Tmem63a
Astrocyte	Tcaf2
Astrocyte	2610507B11Rik
Neuron	Zfp644
Astrocyte	Rasgrf1
Neuron	Scmh1
Microglial cell	Trim65
Neuron	Pde4dip
Astrocyte	Acad11
Microglial cell	Bcl10
Oligodendrocyte	Phf12
Astrocyte	Pacsin3
Astrocyte	Prxl2a
Microglial cell	Rasa4
Astrocyte	Pxmp2
Astrocyte	Dhcr7
Astrocyte	Gnao1
Astrocyte	Lifr
Neuron	Cstf2t
Neuron	Senp3
Astrocyte	Serpinh1
Oligodendrocyte	Stk32a
Neuron	4932438A13Rik
Microglial cell	Lgals8
Neuron	Flywch1
